transcript_id,user_transcript,age,gender,annual_income,occupation,state,caste_category,is_differently_abled
T0341,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main SC category se ek mahila hu aur berojgar hu. Aamdani 45000 per year hai.",42,Female,45000.0,berojgar,Karnataka,SC,FALSE
T0342,"Hi, I am 53 years old student from Karnataka. My family income is 45000 and I am differently abled.",53,,45000.0,daily wage worker,Karnataka,,TRUE
T0343,"I belong to OBC category from Tamil Nadu. Age is 61, profession is weaver, income around 120000.",61,,120000.0,weaver,Tamil Nadu,OBC,FALSE
T0344,I am a 58 year old male weaver living in Maharashtra. My annual household income is 350000 rupees.,58,Male,350000.0,weaver,Maharashtra,,FALSE
T0345,"Main Rajasthan se ek weaver hu, meri umar 29 saal hai aur saalana kamai 600000 rupe hai.",29,,600000.0,weaver,Rajasthan,,FALSE
T0346,"Main Madhya Pradesh se ek street vendor hu, meri umar 56 saal hai aur saalana kamai 600000 rupe hai.",56,,600000.0,street vendor,Madhya Pradesh,,FALSE
T0347,"Hi, I am 34 years old student from Uttar Pradesh. My family income is 200000 and I am differently abled.",34,,200000.0,mazdoor,Uttar Pradesh,,TRUE
T0348,"Namaste, main 58 varsh ka rehri wala hu Karnataka se. Meri income 600000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",58,,600000.0,rehri wala,Karnataka,ST,TRUE
T0349,"Hi, I am 26 years old student from Tamil Nadu. My family income is 80000 and I am differently abled.",26,,80000.0,artisan,Tamil Nadu,,TRUE
T0350,"Namaste, main 28 varsh ka berojgar hu West Bengal se. Meri income 0 rupaye hai, aur main SC varg se hoon. Main divyang hu.",28,,0.0,berojgar,West Bengal,SC,TRUE
T0351,"I belong to ST category from Karnataka. Age is 44, profession is rehri wala, income around 120000.",44,,120000.0,rehri wala,Karnataka,ST,FALSE
T0352,"Hi, I am 21 years old student from Madhya Pradesh. My family income is 600000 and I am differently abled.",21,,600000.0,daily wage worker,Madhya Pradesh,,TRUE
T0353,"I belong to SC category from Rajasthan. Age is 27, profession is student, income around 120000.",27,,120000.0,student,Rajasthan,SC,FALSE
T0354,"Hi, I am 25 years old student from Karnataka. My family income is 45000 and I am differently abled.",25,,45000.0,student,Karnataka,,TRUE
T0355,"Namaste, main 27 varsh ka student hu Madhya Pradesh se. Meri income 600000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",27,,600000.0,student,Madhya Pradesh,OBC,TRUE
T0356,I am a 23 year old male chhatra living in Rajasthan. My annual household income is 45000 rupees.,23,Male,45000.0,chhatra,Rajasthan,,FALSE
T0357,"Hi, I am 57 years old student from Uttar Pradesh. My family income is 80000 and I am differently abled.",57,,80000.0,daily wage worker,Uttar Pradesh,,TRUE
T0358,I am a 65 year old female daily wage worker living in Maharashtra. My annual household income is 600000 rupees.,65,Female,600000.0,daily wage worker,Maharashtra,,FALSE
T0359,I am a 31 year old male daily wage worker living in Bihar. My annual household income is 0 rupees.,31,Male,0.0,daily wage worker,Bihar,,FALSE
T0360,"Hi, I am 26 years old student from Rajasthan. My family income is 0 and I am differently abled.",26,,0.0,labour,Rajasthan,,TRUE
T0361,"I belong to ST category from Madhya Pradesh. Age is 65, profession is farmer, income around 200000.",65,,200000.0,farmer,Madhya Pradesh,ST,FALSE
T0362,"Namaste, main 35 varsh ka rehri wala hu Bihar se. Meri income 120000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",35,,120000.0,rehri wala,Bihar,SC,TRUE
T0363,"Hi, I am 29 years old student from Madhya Pradesh. My family income is 600000 and I am differently abled.",29,,600000.0,daily wage worker,Madhya Pradesh,,TRUE
T0364,"Namaste, main 29 varsh ka street vendor hu Karnataka se. Meri income 200000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",29,,200000.0,street vendor,Karnataka,OBC,TRUE
T0365,"I belong to SC category from Maharashtra. Age is 47, profession is rehri wala, income around 80000.",47,,80000.0,rehri wala,Maharashtra,SC,FALSE
T0366,"Main Madhya Pradesh se ek street vendor hu, meri umar 26 saal hai aur saalana kamai 350000 rupe hai.",26,,350000.0,street vendor,Madhya Pradesh,,FALSE
T0367,"I belong to SC category from West Bengal. Age is 31, profession is labour, income around 80000.",31,,80000.0,labour,West Bengal,SC,FALSE
T0368,"Namaste, main 60 varsh ka student hu Rajasthan se. Meri income 200000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",60,,200000.0,student,Rajasthan,SC,TRUE
T0369,I am a 44 year old female berojgar living in Rajasthan. My annual household income is 120000 rupees.,44,Female,120000.0,berojgar,Rajasthan,,FALSE
T0370,"Namaste, main 30 varsh ka kisan hu Tamil Nadu se. Meri income 45000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",30,,45000.0,kisan,Tamil Nadu,ST,TRUE
T0371,"Mera naam Ramesh hai, main Bihar ka rehne wala hu. Main SC category se ek mahila hu aur farmer hu. Aamdani 350000 per year hai.",41,Female,350000.0,farmer,Bihar,SC,FALSE
T0372,"Main Madhya Pradesh se ek unemployed hu, meri umar 35 saal hai aur saalana kamai 200000 rupe hai.",35,,200000.0,unemployed,Madhya Pradesh,,FALSE
T0373,I am a 62 year old male bunkar living in Rajasthan. My annual household income is 600000 rupees.,62,Male,600000.0,bunkar,Rajasthan,,FALSE
T0374,"Namaste, main 50 varsh ka labour hu Madhya Pradesh se. Meri income 200000 rupaye hai, aur main General varg se hoon. Main divyang hu.",50,,200000.0,labour,Madhya Pradesh,General,TRUE
T0375,"Hi, I am 19 years old student from Tamil Nadu. My family income is 600000 and I am differently abled.",19,,600000.0,berojgar,Tamil Nadu,,TRUE
T0376,I am a 35 year old male weaver living in West Bengal. My annual household income is 45000 rupees.,35,Male,45000.0,weaver,West Bengal,,FALSE
T0377,"Main Tamil Nadu se ek student hu, meri umar 33 saal hai aur saalana kamai 45000 rupe hai.",33,,45000.0,student,Tamil Nadu,,FALSE
T0378,I am a 51 year old male street vendor living in Bihar. My annual household income is 120000 rupees.,51,Male,120000.0,street vendor,Bihar,,FALSE
T0379,"Main Uttar Pradesh se ek rehri wala hu, meri umar 61 saal hai aur saalana kamai 350000 rupe hai.",61,,350000.0,rehri wala,Uttar Pradesh,,FALSE
T0380,"Namaste, main 55 varsh ka student hu Maharashtra se. Meri income 45000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",55,,45000.0,student,Maharashtra,SC,TRUE
T0381,"Mera naam Ramesh hai, main Tamil Nadu ka rehne wala hu. Main General category se ek mahila hu aur bunkar hu. Aamdani 80000 per year hai.",21,Female,80000.0,bunkar,Tamil Nadu,General,FALSE
T0382,"I belong to General category from Madhya Pradesh. Age is 45, profession is mazdoor, income around 120000.",45,,120000.0,mazdoor,Madhya Pradesh,General,FALSE
T0383,"Namaste, main 42 varsh ka kisan hu Bihar se. Meri income 0 rupaye hai, aur main SC varg se hoon. Main divyang hu.",42,,0.0,kisan,Bihar,SC,TRUE
T0384,"I belong to General category from Karnataka. Age is 33, profession is farmer, income around 200000.",33,,200000.0,farmer,Karnataka,General,FALSE
T0385,"Mera naam Ramesh hai, main Uttar Pradesh ka rehne wala hu. Main General category se ek purush hu aur farmer hu. Aamdani 120000 per year hai.",26,Male,120000.0,farmer,Uttar Pradesh,General,FALSE
T0386,"Main Maharashtra se ek labour hu, meri umar 45 saal hai aur saalana kamai 0 rupe hai.",45,,0.0,labour,Maharashtra,,FALSE
T0387,"Mera naam Ramesh hai, main Maharashtra ka rehne wala hu. Main ST category se ek mahila hu aur berojgar hu. Aamdani 600000 per year hai.",33,Female,600000.0,berojgar,Maharashtra,ST,FALSE
T0388,I am a 24 year old female labour living in Tamil Nadu. My annual household income is 0 rupees.,24,Female,0.0,labour,Tamil Nadu,,FALSE
T0389,"I belong to General category from Rajasthan. Age is 47, profession is berojgar, income around 200000.",47,,200000.0,berojgar,Rajasthan,General,FALSE
T0390,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main ST category se ek mahila hu aur mazdoor hu. Aamdani 45000 per year hai.",23,Female,45000.0,mazdoor,Karnataka,ST,FALSE
T0391,"Main Bihar se ek artisan hu, meri umar 31 saal hai aur saalana kamai 80000 rupe hai.",31,,80000.0,artisan,Bihar,,FALSE
T0392,"Main Bihar se ek mazdoor hu, meri umar 53 saal hai aur saalana kamai 80000 rupe hai.",53,,80000.0,mazdoor,Bihar,,FALSE
T0393,"Main Rajasthan se ek labour hu, meri umar 52 saal hai aur saalana kamai 0 rupe hai.",52,,0.0,labour,Rajasthan,,FALSE
T0394,"Namaste, main 54 varsh ka weaver hu Tamil Nadu se. Meri income 80000 rupaye hai, aur main General varg se hoon. Main divyang hu.",54,,80000.0,weaver,Tamil Nadu,General,TRUE
T0395,"Main West Bengal se ek weaver hu, meri umar 43 saal hai aur saalana kamai 600000 rupe hai.",43,,600000.0,weaver,West Bengal,,FALSE
T0396,"Namaste, main 64 varsh ka daily wage worker hu Madhya Pradesh se. Meri income 0 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",64,,0.0,daily wage worker,Madhya Pradesh,OBC,TRUE
T0397,"Hi, I am 19 years old student from Madhya Pradesh. My family income is 0 and I am differently abled.",19,,0.0,kisan,Madhya Pradesh,,TRUE
T0398,"Mera naam Ramesh hai, main West Bengal ka rehne wala hu. Main OBC category se ek purush hu aur mazdoor hu. Aamdani 200000 per year hai.",61,Male,200000.0,mazdoor,West Bengal,OBC,FALSE
T0399,I am a 51 year old female weaver living in Bihar. My annual household income is 120000 rupees.,51,Female,120000.0,weaver,Bihar,,FALSE
T0400,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main General category se ek mahila hu aur rehri wala hu. Aamdani 600000 per year hai.",57,Female,600000.0,rehri wala,Karnataka,General,FALSE
T0401,I am a 59 year old female unemployed living in Madhya Pradesh. My annual household income is 0 rupees.,59,Female,0.0,unemployed,Madhya Pradesh,,FALSE
T0402,"I belong to OBC category from Madhya Pradesh. Age is 49, profession is daily wage worker, income around 600000.",49,,600000.0,daily wage worker,Madhya Pradesh,OBC,FALSE
T0403,"Main West Bengal se ek berojgar hu, meri umar 36 saal hai aur saalana kamai 200000 rupe hai.",36,,200000.0,berojgar,West Bengal,,FALSE
T0404,I am a 21 year old male unemployed living in Maharashtra. My annual household income is 200000 rupees.,21,Male,200000.0,unemployed,Maharashtra,,FALSE
T0405,"Main Madhya Pradesh se ek mazdoor hu, meri umar 26 saal hai aur saalana kamai 0 rupe hai.",26,,0.0,mazdoor,Madhya Pradesh,,FALSE
T0406,"Main West Bengal se ek daily wage worker hu, meri umar 56 saal hai aur saalana kamai 600000 rupe hai.",56,,600000.0,daily wage worker,West Bengal,,FALSE
T0407,"Mera naam Ramesh hai, main Tamil Nadu ka rehne wala hu. Main OBC category se ek purush hu aur street vendor hu. Aamdani 120000 per year hai.",20,Male,120000.0,street vendor,Tamil Nadu,OBC,FALSE
T0408,I am a 40 year old male chhatra living in Maharashtra. My annual household income is 200000 rupees.,40,Male,200000.0,chhatra,Maharashtra,,FALSE
T0409,"I belong to General category from Bihar. Age is 45, profession is daily wage worker, income around 45000.",45,,45000.0,daily wage worker,Bihar,General,FALSE
T0410,"I belong to SC category from Maharashtra. Age is 19, profession is bunkar, income around 350000.",19,,350000.0,bunkar,Maharashtra,SC,FALSE
T0411,"Main Bihar se ek berojgar hu, meri umar 51 saal hai aur saalana kamai 80000 rupe hai.",51,,80000.0,berojgar,Bihar,,FALSE
T0412,I am a 59 year old female labour living in Bihar. My annual household income is 200000 rupees.,59,Female,200000.0,labour,Bihar,,FALSE
T0413,"Hi, I am 57 years old student from Madhya Pradesh. My family income is 200000 and I am differently abled.",57,,200000.0,chhatra,Madhya Pradesh,,TRUE
T0414,"Main Maharashtra se ek student hu, meri umar 22 saal hai aur saalana kamai 120000 rupe hai.",22,,120000.0,student,Maharashtra,,FALSE
T0415,"I belong to OBC category from West Bengal. Age is 26, profession is daily wage worker, income around 120000.",26,,120000.0,daily wage worker,West Bengal,OBC,FALSE
T0416,"Main Bihar se ek kisan hu, meri umar 41 saal hai aur saalana kamai 120000 rupe hai.",41,,120000.0,kisan,Bihar,,FALSE
T0417,I am a 36 year old male labour living in Karnataka. My annual household income is 350000 rupees.,36,Male,350000.0,labour,Karnataka,,FALSE
T0418,"Mera naam Ramesh hai, main West Bengal ka rehne wala hu. Main General category se ek mahila hu aur bunkar hu. Aamdani 350000 per year hai.",30,Female,350000.0,bunkar,West Bengal,General,FALSE
T0419,I am a 40 year old male farmer living in Uttar Pradesh. My annual household income is 200000 rupees.,40,Male,200000.0,farmer,Uttar Pradesh,,FALSE
T0420,"Namaste, main 42 varsh ka kisan hu Maharashtra se. Meri income 80000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",42,,80000.0,kisan,Maharashtra,OBC,TRUE
T0421,I am a 29 year old male labour living in Rajasthan. My annual household income is 200000 rupees.,29,Male,200000.0,labour,Rajasthan,,FALSE
T0422,"Main Uttar Pradesh se ek artisan hu, meri umar 47 saal hai aur saalana kamai 600000 rupe hai.",47,,600000.0,artisan,Uttar Pradesh,,FALSE
T0423,"I belong to OBC category from Maharashtra. Age is 51, profession is kisan, income around 80000.",51,,80000.0,kisan,Maharashtra,OBC,FALSE
T0424,"Namaste, main 21 varsh ka unemployed hu Rajasthan se. Meri income 0 rupaye hai, aur main ST varg se hoon. Main divyang hu.",21,,0.0,unemployed,Rajasthan,ST,TRUE
T0425,"Namaste, main 30 varsh ka bunkar hu Rajasthan se. Meri income 45000 rupaye hai, aur main General varg se hoon. Main divyang hu.",30,,45000.0,bunkar,Rajasthan,General,TRUE
T0426,I am a 55 year old male street vendor living in Rajasthan. My annual household income is 600000 rupees.,55,Male,600000.0,street vendor,Rajasthan,,FALSE
T0427,"Mera naam Ramesh hai, main Maharashtra ka rehne wala hu. Main General category se ek purush hu aur bunkar hu. Aamdani 350000 per year hai.",27,Male,350000.0,bunkar,Maharashtra,General,FALSE
T0428,I am a 42 year old female unemployed living in Rajasthan. My annual household income is 80000 rupees.,42,Female,80000.0,unemployed,Rajasthan,,FALSE
T0429,"Namaste, main 43 varsh ka student hu Uttar Pradesh se. Meri income 600000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",43,,600000.0,student,Uttar Pradesh,SC,TRUE
T0430,"Hi, I am 56 years old student from Karnataka. My family income is 120000 and I am differently abled.",56,,120000.0,street vendor,Karnataka,,TRUE
T0431,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main ST category se ek purush hu aur weaver hu. Aamdani 120000 per year hai.",30,Male,120000.0,weaver,Madhya Pradesh,ST,FALSE
T0432,"Main Karnataka se ek berojgar hu, meri umar 62 saal hai aur saalana kamai 80000 rupe hai.",62,,80000.0,berojgar,Karnataka,,FALSE
T0433,"Namaste, main 54 varsh ka mazdoor hu West Bengal se. Meri income 45000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",54,,45000.0,mazdoor,West Bengal,ST,TRUE
T0434,"Hi, I am 22 years old student from Rajasthan. My family income is 0 and I am differently abled.",22,,0.0,mazdoor,Rajasthan,,TRUE
T0435,"Main Uttar Pradesh se ek rehri wala hu, meri umar 58 saal hai aur saalana kamai 600000 rupe hai.",58,,600000.0,rehri wala,Uttar Pradesh,,FALSE
T0436,"Main Uttar Pradesh se ek weaver hu, meri umar 62 saal hai aur saalana kamai 80000 rupe hai.",62,,80000.0,weaver,Uttar Pradesh,,FALSE
T0437,"Main Madhya Pradesh se ek farmer hu, meri umar 24 saal hai aur saalana kamai 0 rupe hai.",24,,0.0,farmer,Madhya Pradesh,,FALSE
T0438,I am a 25 year old male weaver living in Madhya Pradesh. My annual household income is 600000 rupees.,25,Male,600000.0,weaver,Madhya Pradesh,,FALSE
T0439,"Mera naam Ramesh hai, main Rajasthan ka rehne wala hu. Main OBC category se ek mahila hu aur bunkar hu. Aamdani 80000 per year hai.",34,Female,80000.0,bunkar,Rajasthan,OBC,FALSE
T0440,"Namaste, main 53 varsh ka chhatra hu Uttar Pradesh se. Meri income 200000 rupaye hai, aur main General varg se hoon. Main divyang hu.",53,,200000.0,chhatra,Uttar Pradesh,General,TRUE
T0441,"Hi, I am 55 years old student from Maharashtra. My family income is 45000 and I am differently abled.",55,,45000.0,bunkar,Maharashtra,,TRUE
T0442,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main ST category se ek purush hu aur berojgar hu. Aamdani 350000 per year hai.",56,Male,350000.0,berojgar,Madhya Pradesh,ST,FALSE
T0443,"Main Bihar se ek unemployed hu, meri umar 41 saal hai aur saalana kamai 0 rupe hai.",41,,0.0,unemployed,Bihar,,FALSE
T0444,"Hi, I am 29 years old student from West Bengal. My family income is 80000 and I am differently abled.",29,,80000.0,chhatra,West Bengal,,TRUE
T0445,"Namaste, main 22 varsh ka chhatra hu Madhya Pradesh se. Meri income 350000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",22,,350000.0,chhatra,Madhya Pradesh,OBC,TRUE
T0446,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main SC category se ek purush hu aur weaver hu. Aamdani 350000 per year hai.",55,Male,350000.0,weaver,Madhya Pradesh,SC,FALSE
T0447,"Main Rajasthan se ek mazdoor hu, meri umar 35 saal hai aur saalana kamai 200000 rupe hai.",35,,200000.0,mazdoor,Rajasthan,,FALSE
T0448,"Hi, I am 19 years old student from Tamil Nadu. My family income is 0 and I am differently abled.",19,,0.0,unemployed,Tamil Nadu,,TRUE
T0449,"Mera naam Ramesh hai, main Rajasthan ka rehne wala hu. Main SC category se ek mahila hu aur artisan hu. Aamdani 0 per year hai.",48,Female,0.0,artisan,Rajasthan,SC,FALSE
T0450,"Mera naam Ramesh hai, main Uttar Pradesh ka rehne wala hu. Main OBC category se ek purush hu aur student hu. Aamdani 0 per year hai.",44,Male,0.0,student,Uttar Pradesh,OBC,FALSE
T0451,"I belong to ST category from Bihar. Age is 51, profession is unemployed, income around 45000.",51,,45000.0,unemployed,Bihar,ST,FALSE
T0452,"I belong to General category from Maharashtra. Age is 48, profession is artisan, income around 200000.",48,,200000.0,artisan,Maharashtra,General,FALSE
T0453,"Mera naam Ramesh hai, main West Bengal ka rehne wala hu. Main OBC category se ek purush hu aur berojgar hu. Aamdani 120000 per year hai.",25,Male,120000.0,berojgar,West Bengal,OBC,FALSE
T0454,I am a 53 year old male artisan living in Bihar. My annual household income is 200000 rupees.,53,Male,200000.0,artisan,Bihar,,FALSE
T0455,"I belong to OBC category from Karnataka. Age is 63, profession is artisan, income around 80000.",63,,80000.0,artisan,Karnataka,OBC,FALSE
T0456,"I belong to OBC category from Madhya Pradesh. Age is 42, profession is weaver, income around 80000.",42,,80000.0,weaver,Madhya Pradesh,OBC,FALSE
T0457,"I belong to General category from Tamil Nadu. Age is 27, profession is kisan, income around 120000.",27,,120000.0,kisan,Tamil Nadu,General,FALSE
T0458,I am a 52 year old female mazdoor living in Uttar Pradesh. My annual household income is 200000 rupees.,52,Female,200000.0,mazdoor,Uttar Pradesh,,FALSE
T0459,"Hi, I am 20 years old student from Madhya Pradesh. My family income is 45000 and I am differently abled.",20,,45000.0,student,Madhya Pradesh,,TRUE
T0460,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main SC category se ek mahila hu aur berojgar hu. Aamdani 120000 per year hai.",47,Female,120000.0,berojgar,Madhya Pradesh,SC,FALSE
T0461,"Main Madhya Pradesh se ek street vendor hu, meri umar 58 saal hai aur saalana kamai 350000 rupe hai.",58,,350000.0,street vendor,Madhya Pradesh,,FALSE
T0462,"Hi, I am 44 years old student from West Bengal. My family income is 200000 and I am differently abled.",44,,200000.0,daily wage worker,West Bengal,,TRUE
T0463,"I belong to ST category from Rajasthan. Age is 33, profession is bunkar, income around 120000.",33,,120000.0,bunkar,Rajasthan,ST,FALSE
T0464,"Mera naam Ramesh hai, main West Bengal ka rehne wala hu. Main OBC category se ek mahila hu aur weaver hu. Aamdani 200000 per year hai.",38,Female,200000.0,weaver,West Bengal,OBC,FALSE
T0465,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main General category se ek purush hu aur weaver hu. Aamdani 120000 per year hai.",23,Male,120000.0,weaver,Karnataka,General,FALSE
T0466,"Main Maharashtra se ek labour hu, meri umar 54 saal hai aur saalana kamai 45000 rupe hai.",54,,45000.0,labour,Maharashtra,,FALSE
T0467,"I belong to General category from Rajasthan. Age is 55, profession is bunkar, income around 80000.",55,,80000.0,bunkar,Rajasthan,General,FALSE
T0468,"Mera naam Ramesh hai, main Uttar Pradesh ka rehne wala hu. Main SC category se ek purush hu aur bunkar hu. Aamdani 120000 per year hai.",32,Male,120000.0,bunkar,Uttar Pradesh,SC,FALSE
T0469,"Namaste, main 61 varsh ka kisan hu Bihar se. Meri income 200000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",61,,200000.0,kisan,Bihar,ST,TRUE
T0470,"Main Tamil Nadu se ek daily wage worker hu, meri umar 31 saal hai aur saalana kamai 120000 rupe hai.",31,,120000.0,daily wage worker,Tamil Nadu,,FALSE
T0471,"Hi, I am 22 years old student from Bihar. My family income is 80000 and I am differently abled.",22,,80000.0,unemployed,Bihar,,TRUE
T0472,"I belong to OBC category from Uttar Pradesh. Age is 46, profession is unemployed, income around 120000.",46,,120000.0,unemployed,Uttar Pradesh,OBC,FALSE
T0473,"Hi, I am 62 years old student from West Bengal. My family income is 200000 and I am differently abled.",62,,200000.0,berojgar,West Bengal,,TRUE
T0474,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main OBC category se ek purush hu aur berojgar hu. Aamdani 600000 per year hai.",27,Male,600000.0,berojgar,Madhya Pradesh,OBC,FALSE
T0475,"Mera naam Ramesh hai, main Tamil Nadu ka rehne wala hu. Main SC category se ek mahila hu aur weaver hu. Aamdani 45000 per year hai.",39,Female,45000.0,weaver,Tamil Nadu,SC,FALSE
T0476,"Main Tamil Nadu se ek berojgar hu, meri umar 57 saal hai aur saalana kamai 0 rupe hai.",57,,0.0,berojgar,Tamil Nadu,,FALSE
T0477,"Hi, I am 18 years old student from Madhya Pradesh. My family income is 120000 and I am differently abled.",18,,120000.0,chhatra,Madhya Pradesh,,TRUE
T0478,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main General category se ek purush hu aur student hu. Aamdani 200000 per year hai.",63,Male,200000.0,student,Madhya Pradesh,General,FALSE
T0479,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main General category se ek mahila hu aur daily wage worker hu. Aamdani 45000 per year hai.",38,Female,45000.0,daily wage worker,Karnataka,General,FALSE
T0480,"Hi, I am 22 years old student from Uttar Pradesh. My family income is 80000 and I am differently abled.",22,,80000.0,rehri wala,Uttar Pradesh,,TRUE
T0481,I am a 25 year old female farmer living in Uttar Pradesh. My annual household income is 200000 rupees.,25,Female,200000.0,farmer,Uttar Pradesh,,FALSE
T0482,"I belong to OBC category from Karnataka. Age is 21, profession is street vendor, income around 0.",21,,0.0,street vendor,Karnataka,OBC,FALSE
T0483,I am a 60 year old female bunkar living in Karnataka. My annual household income is 600000 rupees.,60,Female,600000.0,bunkar,Karnataka,,FALSE
T0484,"Hi, I am 37 years old student from Madhya Pradesh. My family income is 600000 and I am differently abled.",37,,600000.0,mazdoor,Madhya Pradesh,,TRUE
T0485,I am a 54 year old male bunkar living in Rajasthan. My annual household income is 200000 rupees.,54,Male,200000.0,bunkar,Rajasthan,,FALSE
T0486,"Namaste, main 47 varsh ka weaver hu Tamil Nadu se. Meri income 600000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",47,,600000.0,weaver,Tamil Nadu,ST,TRUE
T0487,"Main Karnataka se ek street vendor hu, meri umar 56 saal hai aur saalana kamai 600000 rupe hai.",56,,600000.0,street vendor,Karnataka,,FALSE
T0488,"Main West Bengal se ek rehri wala hu, meri umar 28 saal hai aur saalana kamai 350000 rupe hai.",28,,350000.0,rehri wala,West Bengal,,FALSE
T0489,"Main Karnataka se ek labour hu, meri umar 56 saal hai aur saalana kamai 80000 rupe hai.",56,,80000.0,labour,Karnataka,,FALSE
T0490,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main OBC category se ek purush hu aur daily wage worker hu. Aamdani 45000 per year hai.",59,Male,45000.0,daily wage worker,Karnataka,OBC,FALSE
T0491,"Hi, I am 23 years old student from Uttar Pradesh. My family income is 200000 and I am differently abled.",23,,200000.0,student,Uttar Pradesh,,TRUE
T0492,"Main Bihar se ek mazdoor hu, meri umar 31 saal hai aur saalana kamai 200000 rupe hai.",31,,200000.0,mazdoor,Bihar,,FALSE
T0493,"Mera naam Ramesh hai, main Maharashtra ka rehne wala hu. Main ST category se ek mahila hu aur berojgar hu. Aamdani 350000 per year hai.",56,Female,350000.0,berojgar,Maharashtra,ST,FALSE
T0494,"Namaste, main 18 varsh ka rehri wala hu Rajasthan se. Meri income 120000 rupaye hai, aur main General varg se hoon. Main divyang hu.",18,,120000.0,rehri wala,Rajasthan,General,TRUE
T0495,"Mera naam Ramesh hai, main West Bengal ka rehne wala hu. Main SC category se ek mahila hu aur farmer hu. Aamdani 80000 per year hai.",45,Female,80000.0,farmer,West Bengal,SC,FALSE
T0496,"I belong to ST category from Rajasthan. Age is 39, profession is daily wage worker, income around 120000.",39,,120000.0,daily wage worker,Rajasthan,ST,FALSE
T0497,"Namaste, main 46 varsh ka daily wage worker hu West Bengal se. Meri income 350000 rupaye hai, aur main General varg se hoon. Main divyang hu.",46,,350000.0,daily wage worker,West Bengal,General,TRUE
T0498,"Hi, I am 39 years old student from Rajasthan. My family income is 600000 and I am differently abled.",39,,600000.0,street vendor,Rajasthan,,TRUE
T0499,"Namaste, main 49 varsh ka artisan hu Maharashtra se. Meri income 200000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",49,,200000.0,artisan,Maharashtra,SC,TRUE
T0500,"I belong to SC category from Madhya Pradesh. Age is 29, profession is artisan, income around 200000.",29,,200000.0,artisan,Madhya Pradesh,SC,FALSE
T0501,"Main Maharashtra se ek bunkar hu, meri umar 37 saal hai aur saalana kamai 45000 rupe hai.",37,,45000.0,bunkar,Maharashtra,,FALSE
T0502,"Main Rajasthan se ek street vendor hu, meri umar 29 saal hai aur saalana kamai 350000 rupe hai.",29,,350000.0,street vendor,Rajasthan,,FALSE
T0503,"I belong to OBC category from Madhya Pradesh. Age is 37, profession is labour, income around 350000.",37,,350000.0,labour,Madhya Pradesh,OBC,FALSE
T0504,"Hi, I am 41 years old student from Rajasthan. My family income is 0 and I am differently abled.",41,,0.0,weaver,Rajasthan,,TRUE
T0505,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main OBC category se ek mahila hu aur street vendor hu. Aamdani 350000 per year hai.",62,Female,350000.0,street vendor,Madhya Pradesh,OBC,FALSE
T0506,"Namaste, main 50 varsh ka weaver hu Maharashtra se. Meri income 80000 rupaye hai, aur main General varg se hoon. Main divyang hu.",50,,80000.0,weaver,Maharashtra,General,TRUE
T0507,"Namaste, main 45 varsh ka berojgar hu Uttar Pradesh se. Meri income 200000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",45,,200000.0,berojgar,Uttar Pradesh,ST,TRUE
T0508,"I belong to OBC category from Rajasthan. Age is 42, profession is kisan, income around 120000.",42,,120000.0,kisan,Rajasthan,OBC,FALSE
T0509,"Main Karnataka se ek labour hu, meri umar 23 saal hai aur saalana kamai 350000 rupe hai.",23,,350000.0,labour,Karnataka,,FALSE
T0510,"Hi, I am 32 years old student from Rajasthan. My family income is 45000 and I am differently abled.",32,,45000.0,unemployed,Rajasthan,,TRUE
T0511,"Namaste, main 62 varsh ka berojgar hu Madhya Pradesh se. Meri income 45000 rupaye hai, aur main General varg se hoon. Main divyang hu.",62,,45000.0,berojgar,Madhya Pradesh,General,TRUE
